Марка,Модель,Комплектация,Топливо,Объем двигателя,Лошадиные силы,КПП,Степени КПП,Привод,Смешанные расход,Расход в городе,Расход по трассе,Время до 100 км\ч,Год производства,Цена
BMW,X4,BMW X4 xDrive30i M Sport Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,4 774 100
BMW,X4,BMW X4 xDrive30i M Sport Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,5 168 700
BMW,X4,BMW X4 xDrive30i M Sport Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,5 168 700
BMW,X4,BMW X4 xDrive30i M Sport Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,4 905 600
BMW,X4,BMW X4 xDrive30d M Sport Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,4 947 900
BMW,X4,BMW X4 xDrive30d M Sport Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,5 011 600
BMW,X4,BMW X4 xDrive30d M Sport Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,5 011 600
BMW,X4,BMW X4 xDrive30d M Sport Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,5 011 600
BMW,X4,BMW X4 xDrive30d M Sport Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,5 011 600
BMW,X4,BMW X4 xDrive30d M Sport Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,4 859 800
BMW,X4,BMW X4 xDrive30d M Sport Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,4 972 500
BMW,X4,BMW X4 xDrive30d M Sport Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,4 760 000
BMW,X4,BMW X4 xDrive30d M Sport Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,4 760 000
BMW,X4,BMW X4 xDrive30d M Sport Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,4 816 400
BMW,X4,BMW X4 xDrive30d M Sport Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,4 858 700
BMW,X4,BMW X4 xDrive30d M Sport Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,4 863 400
BMW,X4,BMW X4 xDrive30d Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,4 901 000
BMW,X4,BMW X4 xDrive30d Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,5 227 700
BMW,X4,BMW X4 xDrive30d Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,5 850 799
BMW,X4,BMW X4 xDrive30d Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,5 850 799
BMW,X4,BMW X4 xDrive30d Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,5 850 799
BMW,X4,BMW X4 xDrive30d Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,5 850 799
BMW,X4,BMW X4 xDrive30d Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,5 865 001
BMW,X4,BMW X4 xDrive30d Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,5 618 100
BMW,X4,BMW X4 xDrive30d Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,6 167 000
BMW,X4,BMW X4 xDrive30d Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,6 167 000
BMW,X4,BMW X4 xDrive30d M Sport Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,6 105 000
BMW,X4,BMW X4 xDrive30d Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,5 277 300
BMW,X4,BMW X4 xDrive30d Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,5 277 300
BMW,X4,BMW X4 xDrive30d Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,5 112 499
BMW,X4,BMW X4 xDrive30d Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,5 347 478
BMW,X4,BMW X4 xDrive30d Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,5 347 478
BMW,X4,BMW X4 xDrive30d M Sport Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,5 354 400
BMW,X4,BMW X4 xDrive30d Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,5 845 407
BMW,X4,BMW X4 xDrive30d Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,5 845 407
BMW,X4,BMW X4 xDrive30d Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,5 785 297
BMW,X4,BMW X4 xDrive30d Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,4 960 000
BMW,X4,BMW X4 xDrive30d M Sport Edition 21 Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,4 960 000
BMW,X4,BMW X4 xDrive30d M Sport Edition 21 Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,4 960 000
BMW,X4,BMW X4 M40d Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,4 960 000
BMW,X4,BMW X4 M40d Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,4 960 000
BMW,X4,BMW X4 M40d M Special Edition 21 Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,4 750 000
BMW,X4,BMW X4 M40i Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,4 750 000
BMW,X5,BMW X5 xDrive25d Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,4 750 000
BMW,X5,BMW X5 xDrive25d Business Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,4 750 000
BMW,X5,BMW X5 xDrive25d Business Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,4 430 000
BMW,X5,BMW X5 xDrive25d Business Внедорожник,Дизель,2.0,190,Автомат,8,Полный,5.4,5.2,4.1,8,2021,4 750 000
BMW,X5,BMW X5 xDrive25d Business Внедорожник,Дизель,2.0,190,Автомат,8,Полный,7.6,9.1,6.7,8,2021,4 960 000
BMW,X5,BMW X5 xDrive25d Business Внедорожник,Дизель,2.0,190,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 780 300
BMW,X5,BMW X5 xDrive25d Business Внедорожник,Дизель,2.0,190,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,6 027 300
BMW,X5,BMW X5 xDrive40i M Sport Внедорожник,Дизель,2.0,190,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 940 720
BMW,X5,BMW X5 xDrive40i M Sport Внедорожник,Дизель,2.0,190,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,6 023 966
BMW,X5,BMW X5 xDrive40i M Sport Внедорожник,Дизель,2.0,190,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,6 070 792
BMW,X5,BMW X5 xDrive40i M Sport Внедорожник,Дизель,2.0,190,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,6 112 305
BMW,X5,BMW X5 xDrive40i M Sport Внедорожник,Дизель,2.0,190,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,6 207 000
BMW,X5,BMW X5 xDrive40i M Sport Внедорожник,Дизель,2.0,190,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,6 263 189
BMW,X5,BMW X5 xDrive40i M Sport Внедорожник,Дизель,2.0,190,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,6 494 773
BMW,X5,BMW X5 xDrive40i M Sport Внедорожник,Дизель,2.0,190,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,6 650 749
BMW,X5,BMW X5 xDrive40i M Sport Внедорожник,Дизель,2.0,190,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,4 960 000
BMW,X5,BMW X5 xDrive40i M Sport Внедорожник,Дизель,2.0,190,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,4 960 000
BMW,X5,BMW X5 xDrive40i M Sport Внедорожник,Дизель,2.0,190,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 160 000
BMW,X5,BMW X5 xDrive40i M Sport Внедорожник,Дизель,2.0,190,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 183 500
BMW,X5,BMW X5 xDrive40i M Sport Внедорожник,Дизель,2.0,190,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 091 500
BMW,X5,BMW X5 xDrive40i M Sport Внедорожник,Бензин,2.0,249,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 030 500
BMW,X5,BMW X5 xDrive40i M Sport Внедорожник,Бензин,2.0,249,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 286 800
BMW,X5,BMW X5 xDrive40i M Sport Внедорожник,Бензин,2.0,249,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 286 800
BMW,X5,BMW X5 xDrive40i M Sport Внедорожник,Бензин,2.0,249,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 110 300
BMW,X5,BMW X5 xDrive40i M Sport Внедорожник,Бензин,2.0,249,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 385 400
BMW,X5,BMW X5 xDrive40i M Sport Внедорожник,Бензин,2.0,249,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 385 400
BMW,X5,BMW X5 xDrive40i M Sport Внедорожник,Бензин,2.0,249,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 204 200
BMW,X5,BMW X5 xDrive40i Внедорожник,Бензин,2.0,249,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 204 200
BMW,X5,BMW X5 xDrive40i Внедорожник,Бензин,2.0,249,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 218 300
BMW,X5,BMW X5 xDrive40i Внедорожник,Бензин,2.0,249,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 427 700
BMW,X5,BMW X5 xDrive40i Внедорожник,Бензин,2.0,249,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 441 800
BMW,X5,BMW X5 xDrive40i Внедорожник,Бензин,2.0,249,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 326 400
BMW,X5,BMW X5 xDrive40i Внедорожник,Бензин,2.0,249,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 160 000
BMW,X5,BMW X5 xDrive40i Внедорожник,Бензин,2.0,249,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 160 000
BMW,X5,BMW X5 xDrive40i Внедорожник,Бензин,2.0,249,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 160 000
BMW,X5,BMW X5 xDrive40i Внедорожник,Бензин,2.0,249,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 406 200
BMW,X5,BMW X5 xDrive40i Внедорожник,Бензин,2.0,249,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 406 200
BMW,X5,BMW X5 xDrive40i Внедорожник,Бензин,2.0,249,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 425 000
BMW,X5,BMW X5 xDrive40i Внедорожник,Бензин,2.0,249,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 462 500
BMW,X5,BMW X5 xDrive40i Внедорожник,Бензин,2.0,249,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 471 899
BMW,X5,BMW X5 xDrive40i M Sport Pure Внедорожник,Бензин,2.0,249,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 338 400
BMW,X5,BMW X5 xDrive40i M Sport Pure Внедорожник,Бензин,2.0,249,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 030 500
BMW,X5,BMW X5 xDrive40i M Sport Pure Внедорожник,Бензин,2.0,249,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 442 900
BMW,X5,BMW X5 xDrive40i M Sport Pure Внедорожник,Бензин,2.0,249,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 147 900
BMW,X5,BMW X5 xDrive40i Внедорожник,Бензин,2.0,249,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 007 000
BMW,X5,BMW X5 xDrive40i M Sport Pure Внедорожник,Бензин,2.0,249,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 235 100
BMW,X5,BMW X5 xDrive40i Внедорожник,Бензин,2.0,249,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 446 400
BMW,X5,BMW X5 xDrive40i Внедорожник,Бензин,2.0,249,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,4 700 000
BMW,X5,BMW X5 xDrive40i Внедорожник,Бензин,2.0,249,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 320 000
BMW,X5,BMW X5 xDrive40i Внедорожник,Бензин,2.0,249,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 320 000
BMW,X5,BMW X5 xDrive40i Внедорожник,Бензин,2.0,249,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 320 000
BMW,X5,BMW X5 xDrive40i Внедорожник,Бензин,2.0,249,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 330 000
BMW,X5,BMW X5 xDrive40i Внедорожник,Бензин,2.0,249,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 320 000
BMW,X5,BMW X5 xDrive40i Внедорожник,Бензин,2.0,249,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 489 100
BMW,X5,BMW X5 xDrive40i Внедорожник,Бензин,2.0,249,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 110 000
BMW,X5,BMW X5 xDrive40i Внедорожник,Бензин,2.0,249,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 330 000
BMW,X5,BMW X5 xDrive40i Внедорожник,Бензин,2.0,249,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 330 000
BMW,X5,BMW X5 xDrive40i Внедорожник,Бензин,2.0,249,Автомат,8,Полный,7.6,9.1,6.7,6.3,2021,5 110 000
BMW,X5,BMW X5 xDrive40i Внедорожник,Бензин,2.0,249,Автомат,8,Полный,6,6.6,5.7,6.3,2021,5 110 000
BMW,X5,BMW X5 xDrive40i Внедорожник,Бензин,2.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2020,5 110 000
BMW,X5,BMW X5 xDrive40i Внедорожник,Бензин,2.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,5 330 000
BMW,X5,BMW X5 xDrive40i Внедорожник,Бензин,2.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,5 110 000
BMW,X5,BMW X5 xDrive40i Внедорожник,Бензин,2.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,5 110 000
BMW,X5,BMW X5 xDrive40i Внедорожник,Бензин,2.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,5 330 000
BMW,X5,BMW X5 xDrive40i Внедорожник,Бензин,2.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,5 110 000
BMW,X5,BMW X5 xDrive40i Внедорожник,Бензин,2.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,5 110 000
BMW,X5,BMW X5 xDrive40i Luxury Внедорожник,Бензин,2.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,5 540 000
BMW,X5,BMW X5 xDrive40i M Sport Pro Внедорожник,Бензин,2.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,5 540 000
BMW,X5,BMW X5 xDrive40i M Sport Pro Внедорожник,Бензин,2.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,5 540 000
BMW,X5,BMW X5 xDrive30d Внедорожник,Бензин,2.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,5 540 000
BMW,X5,BMW X5 xDrive30d M Sport Внедорожник,Бензин,2.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,5 540 000
BMW,X5,BMW X5 xDrive30d M Sport Внедорожник,Бензин,2.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,5 540 000
BMW,X5,BMW X5 xDrive30d Business Plus Внедорожник,Бензин,2.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,5 563 500
BMW,X5,BMW X5 xDrive30d Adventure Внедорожник,Бензин,2.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,5 568 200
BMW,X5,BMW X5 xDrive30d Business Plus Внедорожник,Дизель,3.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,5 585 700
BMW,X5,BMW X5 xDrive30d Внедорожник,Дизель,3.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,5 563 500
BMW,X5,BMW X5 xDrive30d Внедорожник,Дизель,3.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,5 596 400
BMW,X5,BMW X5 xDrive30d Внедорожник,Дизель,3.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,5 596 400
BMW,X5,BMW X5 xDrive30d Exclusive Внедорожник,Дизель,3.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,5 213 299
BMW,X5,BMW X5 xDrive30d Внедорожник,Дизель,3.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,5 485 000
BMW,X5,BMW X5 xDrive30d Внедорожник,Дизель,3.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,5 499 100
BMW,X5,BMW X5 xDrive30d Внедорожник,Дизель,3.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,5 713 800
BMW,X5,BMW X5 xDrive30d Внедорожник,Дизель,3.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,5 742 000
BMW,X5,BMW X5 xDrive30d Внедорожник,Дизель,3.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,5 624 500
BMW,X5,BMW X5 xDrive30d Внедорожник,Дизель,3.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,5 882 900
BMW,X5,BMW X5 xDrive30d Внедорожник,Дизель,3.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,5 540 000
BMW,X5,BMW X5 xDrive30d Внедорожник,Дизель,3.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,5 320 000
BMW,X5,BMW X5 xDrive30d Внедорожник,Дизель,3.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,5 330 000
BMW,X5,BMW X5 xDrive30d Внедорожник,Дизель,3.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,5 737 300
BMW,X5,BMW X5 xDrive30d Внедорожник,Дизель,3.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,5 737 300
BMW,X5,BMW X5 xDrive30d Внедорожник,Дизель,3.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,5 630 000
BMW,X5,BMW X5 xDrive30d Adventure Внедорожник,Дизель,3.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,5 925 100
BMW,X5,BMW X5 xDrive30d Внедорожник,Дизель,3.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,6 387 300
BMW,X5,BMW X5 xDrive30d Adventure Внедорожник,Дизель,3.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,6 387 300
BMW,X5,BMW X5 xDrive30d Adventure Внедорожник,Дизель,3.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,6 632 800
BMW,X5,BMW X5 xDrive30d Внедорожник,Дизель,3.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,6 865 544
BMW,X5,BMW X5 xDrive30d Adventure Внедорожник,Дизель,3.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,6 289 240
BMW,X5,BMW X5 xDrive30d Adventure Внедорожник,Дизель,3.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,6 620 999
BMW,X5,BMW X5 xDrive30d Adventure Внедорожник,Дизель,3.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,7 096 200
BMW,X5,BMW X5 xDrive30d Adventure Внедорожник,Дизель,3.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,8 459 255
BMW,X5,BMW X5 xDrive30d Adventure Внедорожник,Дизель,3.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,4 610 000
BMW,X5,BMW X5 xDrive30d Внедорожник,Дизель,3.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,4 610 000
BMW,X5,BMW X5 xDrive30d Внедорожник,Дизель,3.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,4 638 200
BMW,X5,BMW X5 xDrive30d Внедорожник,Дизель,3.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,4 610 000
BMW,X5,BMW X5 xDrive30d Внедорожник,Дизель,3.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,4 802 600
BMW,X5,BMW X5 xDrive30d Внедорожник,Дизель,3.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,4 610 000
BMW,X5,BMW X5 xDrive30d Внедорожник,Дизель,3.0,249,Автомат,8,Полный,6,6.6,5.7,5.8,2021,4 610 000
BMW,X5,BMW X5 xDrive30d Business Plus Внедорожник,Дизель,3.0,249,Автомат,8,Полный,6.5,7.4,6.1,5.8,2021,4 650 000
BMW,X5,BMW X5 xDrive30d Business Plus Внедорожник,Дизель,3.0,249,Автомат,8,Полный,6.5,7.4,6.1,5.8,2021,4 726 600
BMW,X5,BMW X5 xDrive30d Business Plus Внедорожник,Дизель,3.0,249,Автомат,8,Полный,6.5,7.4,6.1,4.9,2020,5 176 800
BMW,X5,BMW X5 xDrive30d M Sport Pro Внедорожник,Дизель,3.0,249,Автомат,8,Полный,7.3,8.8,6.5,4.9,2021,4 976 800
BMW,X5,BMW X5 xDrive40d Внедорожник,Дизель,3.0,249,Автомат,8,Полный,7.3,8.8,6.5,4.9,2021,5 176 800
BMW,X5,BMW X5 xDrive40d Внедорожник,Дизель,3.0,249,Автомат,8,Полный,7.3,8.8,6.5,8.3,2021,5 028 500
BMW,X5,BMW X5 xDrive40d Внедорожник,Дизель,3.0,249,Автомат,8,Полный,7.3,8.8,6.5,8.3,2021,5 087 100
BMW,X5,BMW X5 xDrive40d M Sport Pro Внедорожник,Дизель,3.0,249,Автомат,8,Полный,7.3,8.8,6.5,8.3,2021,5 337 500
BMW,X5,BMW X5 xDrive40d M Sport Pro Внедорожник,Дизель,3.0,249,Автомат,8,Полный,7.3,8.8,6.5,8.3,2021,5 419 699
BMW,X5,BMW X5 xDrive40d M Sport Pro Внедорожник,Дизель,3.0,249,Автомат,8,Полный,7.3,8.8,6.5,8.3,2021,5 618 200
BMW,X5,BMW X5 xDrive40d M Sport Pro Внедорожник,Дизель,3.0,249,Автомат,8,Полный,7.3,8.8,6.5,8.3,2021,5 082 900
BMW,X5,BMW X5 xDrive40d M Sport Pro Внедорожник,Дизель,3.0,249,Автомат,8,Полный,7.3,8.8,6.5,8.3,2021,5 642 400
BMW,X5,BMW X5 xDrive40d M Sport Pro Внедорожник,Дизель,3.0,249,Автомат,8,Полный,7.3,8.8,6.5,8.3,2021,5 247 300
BMW,X5,BMW X5 M50d Внедорожник,Дизель,3.0,249,Автомат,8,Полный,7.3,8.8,6.5,8.3,2021,5 350 000
BMW,X5,BMW X5 M50d Внедорожник,Дизель,3.0,249,Автомат,8,Полный,7.3,8.8,6.5,8.3,2021,5 350 000
BMW,X5,BMW X5 M50d Внедорожник,Дизель,3.0,249,Автомат,8,Полный,7.3,8.8,6.5,8.3,2021,5 350 000
BMW,X5,BMW X5 M50d Внедорожник,Дизель,3.0,249,Автомат,8,Полный,7.3,8.8,6.5,8.3,2021,6 025 199
BMW,X5,BMW X5 M50d Внедорожник,Дизель,3.0,326,Автомат,8,Полный,7.3,8.8,6.5,8.3,2021,6 025 199
BMW,X5,BMW X5 M50d Внедорожник,Дизель,3.0,326,Автомат,8,Полный,7.3,8.8,6.5,8.3,2021,6 048 699
BMW,X5,BMW X5 M50d Внедорожник,Дизель,3.0,326,Автомат,8,Полный,7.3,8.8,6.5,8.3,2021,6 058 465
BMW,X5,BMW X5 M50d Внедорожник,Бензин,2.0,184,Автомат,8,Полный,7.3,8.8,6.5,8.3,2021,6 063 668
BMW,X5,BMW X5 M50d Внедорожник,Бензин,2.0,184,Автомат,8,Полный,7.3,8.8,6.5,8.3,2021,6 134 406
BMW,X5,BMW X5 M50d Внедорожник,Бензин,2.0,184,Автомат,8,Полный,7.3,8.8,6.5,8.3,2021,6 235 798
BMW,X5,BMW X5 M50d Внедорожник,Бензин,2.0,184,Автомат,8,Полный,7.3,8.8,6.5,8.3,2021,6 269 570
BMW,X5,BMW X5 M50d Внедорожник,Бензин,2.0,184,Автомат,8,Полный,7.3,8.8,6.5,8.3,2021,5 046 800
BMW,X5,BMW X5 M50d Внедорожник,Бензин,2.0,184,Автомат,8,Полный,7.3,8.8,6.5,8.3,2021,4 710 000
BMW,X5,BMW X5 M50d Внедорожник,Бензин,2.0,184,Автомат,8,Полный,7.3,8.8,6.5,8.3,2021,5 120 000
BMW,X5,BMW X5 M50d Внедорожник,Бензин,2.0,184,Автомат,8,Полный,7.3,8.8,6.5,8.3,2021,4 800 000
BMW,X5,BMW X5 M50d Внедорожник,Бензин,2.0,184,Автомат,8,Полный,7.3,8.8,6.5,8.3,2021,4 800 000
BMW,X5,BMW X5 M50d Внедорожник,Бензин,2.0,184,Автомат,8,Полный,7.3,8.8,6.5,8.3,2021,4 800 000
BMW,X5,BMW X5 M50d Внедорожник,Бензин,2.0,184,Автомат,8,Полный,7.3,8.8,6.5,8.3,2021,4 800 000
BMW,X5,BMW X5 M50d Внедорожник,Бензин,2.0,184,Автомат,8,Полный,7.3,8.8,6.5,8.3,2021,4 800 000
BMW,X5,BMW X5 M50d Внедорожник,Бензин,2.0,184,Автомат,8,Полный,7.3,8.8,6.5,8.3,2021,5 057 000
BMW,X5,BMW X5 M50d Внедорожник,Бензин,2.0,184,Автомат,8,Полный,7.3,8.8,6.5,8.3,2021,5 234 900
BMW,X5,BMW X5 M50d Внедорожник,Бензин,2.0,184,Автомат,8,Полный,7.3,8.8,6.5,8.3,2021,4 863 900
BMW,X5,BMW X5 M50d M Special Внедорожник,Бензин,2.0,184,Автомат,8,Полный,5.6,6.3,5.3,8.3,2021,5 333 600
BMW,X5,BMW X5 M50d M Special Внедорожник,Бензин,2.0,184,Автомат,8,Полный,5.6,6.3,5.3,8.3,2021,5 336 800
BMW,X5,BMW X5 M50d M Special Внедорожник,Бензин,2.0,184,Автомат,8,Полный,5.6,6.3,5.3,8,2020,5 336 800
BMW,X5,BMW X5 M50i M Special Внедорожник,Бензин,2.0,184,Автомат,8,Полный,5.6,6.3,5.3,8,2021,5 336 800
